TEXT100_32,9585637947,9190149731,9194078156,9004863394,10760235805,8981340192,10419252663,9560938692,9423418988,9380703868,9315117759,10160848567,9622991710,9083933749,10106716375
TEXT250_32,10280725829,9992851079,9319515995,9507942446,10094853331,11324757756,9279687305,10115244036,9367588507,9229412011,9591905906,10267970947,9333311706,9370224247,9182051402
TEXT500_32,9163641542,8958785966,9815615788,9117436519,9651304463,9354624489,9314858946,9169958261,10081472169,9017409288,9445892473,11583536364,9346670342,9406432190,9303254932
TEXT750_32,9106592090,9366030127,9187461754,9031107080,9729095929,9824742952,9146592844,9781698602,9044908510,11461598135,9450059746,9426946389,9071986107,9695479145,9185920570
TEXT1000_32,9143612318,8959587839,9209518723,9649925682,8978246482,9453515159,10845948130,9620033875,8930594386,9305460962,9950636302,10336010587,8840113397,9447066568,8978577113
TEXT2500_32,9504123408,8799761991,9253188454,8779763568,9107781799,8881398104,9186936948,8929339903,8942450320,9633465753,8928989362,8995680256,9362378510,8834657433,9009107305
TEXT5000_32,9346962785,8951280915,10745554508,8862962236,9204270916,8790498806,8774716576,8812621824,9019640407,9473614136,9370435985,8851098673,10177657953,8845389272,8929654742
ARTICLE_250_32,9788466555,9059802345,8556569450,9089233317,9010395305,9472692334,8818519191,9230902649,9190457583,8595089283,8911266976,9247018247,9661982579,9354661943,8798465287
ARTICLE_500_32,8627232533,8872098972,8510531837,8611825431,8742411763,8926913842,8765675813,8719398710,9189128735,8845691697,9218096421,8655697304,8670542552,8789654999,8920934121
ARTICLE_750_32,8677847642,9039522259,8861370128,8792354332,8995202406,9167540677,10580081126,8748135304,8507464971,8666281757,8763239511,8874533119,8967298614,8760308759,8617521613
ARTICLE_1000_32,8785477178,9102497133,9000916087,8870974038,8914865443,9030245543,11162641898,8897072787,8922254771,8838160804,8744963709,9003330996,8934516140,8913770795,9050496228
ARTICLE_2500_32,9003667840,8950457138,9261928903,8955338372,8947542052,9287688403,9098113064,9030967955,9069519058,9242989665,9536864951,9178741412,8797963638,8907609930,9323504836
ARTICLE_5000_32,9550081398,9082082888,9227905591,9686865116,9353076139,9211777256,9352523353,9216547273,9030027742,9046246456,9173868671,9079625143,9044012792,9066886902,9237642678
